표준산업분류,대분류,중분류,소분류,세분류,세세분류
25122,제조업,금속가공제품 제조업, 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업"
25123,제조업,금속가공제품 제조업, 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업"
25130,제조업,금속가공제품 제조업, 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",핵반응기 및 증기보일러 제조업
25911,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업"
25912,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업"
25913,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업"
25914,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업"
25929,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업"
25923,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업"
25924,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업"
25921,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업"
25922,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업"
25933,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업"
25932,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업"
25934,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업"
25931,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업"
25944,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업"
25991,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업
25992,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업
25941,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업"
25942,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업"
25943,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업"
25995,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업
25993,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업
25994,제조업,금속가공제품 제조업, 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업
29111,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,내연기관 및 터빈 제조업, 항공기용 및 차량용 제외
29119,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,내연기관 및 터빈 제조업, 항공기용 및 차량용 제외
29120,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,유압 기기 제조업,유압 기기 제조업
29131,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",액체 펌프 제조업
29132,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",기체 펌프 및 압축기 제조업
29142,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력 전달장치 제조업",기어 및 동력전달장치 제조업
29141,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력 전달장치 제조업",구름베어링 제조업
29150,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 오븐, 노 및 노용 버너 제조업","산업용 오븐, 노 및 노용 버너 제조업"
29161,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",산업용 트럭 및 적재기 제조업
29169,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",기타 물품 취급장비 제조업
29162,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",승강기 제조업
29163,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",컨베이어 장치 제조업
29191,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,일반 저울 제조업
29171,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 냉장 및 냉동장비 제조업
29172,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",공기 조화장치 제조업
29173,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 송풍기 및 배기장치 제조업
29174,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",기체 여과기 제조업
29175,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",액체 여과기 제조업
29176,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업","증류기, 열 교환기 및 가스 발생기 제조업"
29192,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,"용기 세척, 포장 및 충전기 제조업"
29193,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,분사기 및 소화기 제조업
29199,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,그 외 기타 일반 목적용 기계 제조업
29210,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,농업 및 임업용 기계 제조업,농업 및 임업용 기계 제조업
29194,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,동력식 수지 공구 제조업
29223,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,금속 절삭기계 제조업
29221,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,전자 응용 절삭기계 제조업
29229,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,기타 가공 공작기계 제조업
29222,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,디지털 적층 성형기계 제조업
29224,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,금속 성형기계 제조업
29230,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업
29241,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업
29242,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,광물 처리 및 취급장비 제조업
29250,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업
29269,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"섬유, 의복 및 가죽 가공기계 제조업","기타 섬유, 의복 및 가죽 가공기계 제조업"
29261,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"섬유, 의복 및 가죽 가공기계 제조업","산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
25200,제조업,금속가공제품 제조업, 기계 및 가구 제외,무기 및 총포탄 제조업,무기 및 총포탄 제조업
29280,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,산업용 로봇 제조업,산업용 로봇 제조업
29293,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,인쇄 및 제책용 기계 제조업
29294,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
29291,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,펄프 및 종이 가공용 기계 제조업
29292,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,"고무, 화학섬유 및 플라스틱 성형기 제조업"
29299,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수 목적용 기계 제조업
29271,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
29272,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
28511,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,주방용 전기 기기 제조업
28519,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,기타 가정용 전기 기기 제조업
28520,제조업,전기장비 제조업,가정용 기기 제조업,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업
28512,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,가정용 전기 난방기기 제조업
26310,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,컴퓨터 제조업,컴퓨터 제조업
26329,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,기타 주변 기기 제조업
26321,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,기억 장치 제조업
26322,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,컴퓨터 모니터 제조업
26323,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,컴퓨터 프린터 제조업
29180,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,사무용 기계 및 장비 제조업,사무용 기계 및 장비 제조업
26294,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
28111,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",전동기 및 발전기 제조업
28112,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",변압기 제조업
28113,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",방전 램프용 안정기 제조업
28114,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",에너지 저장장치 제조업
28119,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",기타 전기 변환장치 제조업
28123,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
28121,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,"전기회로 개폐, 보호 장치 제조업"
28122,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,전기회로 접속장치 제조업
28302,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업
28303,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,절연 코드세트 및 기타 도체 제조업
28301,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,광섬유 케이블 제조업
28202,제조업,전기장비 제조업,일차전지 및 축전지 제조업,일차전지 및 축전지 제조업,축전지 제조업
28201,제조업,전기장비 제조업,일차전지 및 축전지 제조업,일차전지 및 축전지 제조업,일차전지 제조업
28422,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,일반용 전기 조명장치 제조업
28423,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,전시 및 광고용 조명장치 제조업
28410,제조업,전기장비 제조업,전구 및 조명장치 제조업,전구 및 램프 제조업,전구 및 램프 제조업
28429,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,기타 조명장치 제조업
28421,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,운송장비용 조명장치 제조업
28909,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,그 외 기타 전기장비 제조업
28901,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,전기 경보 및 신호장치 제조업
28902,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,전기용 탄소제품 및 절연제품 제조업
28903,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,교통 신호장치 제조업
26129,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",기타 반도체 소자 제조업
26299,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,그 외 기타 전자 부품 제조업
26111,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,메모리용 전자집적회로 제조업
26112,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
26121,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",발광 다이오드 제조업
26211,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,액정 표시장치 제조업
26212,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,유기 발광 표시장치 제조업
26219,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,기타 표시장치 제조업
26221,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,인쇄회로기판용 적층판 제조업
26222,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,경성 인쇄회로기판 제조업
26223,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,연성 및 기타 인쇄회로기판 제조업
26224,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,전자 부품 실장기판 제조업
26291,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 축전기 제조업
26292,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 저항기 제조업
26293,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자카드 제조업
26295,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 감지장치 제조업
26410,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
26421,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,방송장비 제조업
26422,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,이동 전화기 제조업
26429,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
26519,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업
26511,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"텔레비전, 비디오 및 기타 영상 기기 제조업",텔레비전 제조업
26521,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"오디오, 스피커 및 기타 음향 기기 제조업","라디오, 녹음 및 재생 기기 제조업"
26529,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"오디오, 스피커 및 기타 음향 기기 제조업",기타 음향기기 제조업
27112,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업
27192,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업
27199,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업
27111,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 제조업
27191,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,치과용 기기 제조업
27194,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,의료용 가구 제조업
27213,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업"
27211,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","레이더, 항행용 무선 기기 및 측량 기구 제조업"
27212,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업"
27214,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",속도계 및 적산계기 제조업
27215,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",기기용 자동 측정 및 제어장치 제조업
27219,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
27216,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",산업 처리공정 제어장비 제조업
27193,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업
27302,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,"사진기, 영사기 및 관련 장비 제조업"
27301,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,광학 렌즈 및 광학 요소 제조업
27309,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,기타 광학 기기 제조업
27400,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업
30122,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차 제조업,화물 자동차 및 특수 목적용 자동차 제조업
30110,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 제조업,자동차용 엔진 제조업
30121,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차 제조업,승용차 및 기타 여객용 자동차 제조업
30203,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업
30201,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,차체 및 특장차 제조업
30202,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 구조 및 장치 변경업
30399,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
30310,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
30320,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
30331,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 동력 전달장치 제조업
30332,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업
30391,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업
30392,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업
30400,제조업,자동차 및 트레일러 제조업,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업
31111,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,강선 건조업
31113,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,기타 선박 건조업
31114,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업
31112,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,합성수지선 건조업
31120,제조업,기타 운송장비 제조업,선박 및 보트 건조업,오락 및 스포츠용 보트 건조업,오락 및 스포츠용 보트 건조업
31202,제조업,기타 운송장비 제조업,철도장비 제조업,철도장비 제조업,철도 차량 부품 및 관련 장치물 제조업
31201,제조업,기타 운송장비 제조업,철도장비 제조업,철도장비 제조업,기관차 및 기타 철도 차량 제조업
31322,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",항공기용 엔진 및 부품 제조업,항공기용 부품 제조업
31311,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업","항공기, 우주선 및 보조장치 제조업","유인 항공기, 항공 우주선 및 보조장치 제조업"
31312,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업","항공기, 우주선 및 보조장치 제조업",무인 항공기 및 무인 비행장치 제조업
31321,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",항공기용 엔진 및 부품 제조업,항공기용 엔진 제조업
31920,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,모터사이클 제조업,모터사이클 제조업
31991,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,그 외 기타 분류 안된 운송장비 제조업,자전거 및 환자용 차량 제조업
31910,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,전투용 차량 제조업,전투용 차량 제조업
31999,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,그 외 기타 분류 안된 운송장비 제조업,그 외 기타 달리 분류되지 않은 운송장비 제조업
32091,제조업,가구 제조업,가구 제조업,기타 가구 제조업,금속 가구 제조업
32029,제조업,가구 제조업,가구 제조업,목재 가구 제조업,기타 목재 가구 제조업
32099,제조업,가구 제조업,가구 제조업,기타 가구 제조업,그 외 기타 가구 제조업
32011,제조업,가구 제조업,가구 제조업,침대 및 내장 가구 제조업,매트리스 및 침대 제조업
32019,제조업,가구 제조업,가구 제조업,침대 및 내장 가구 제조업,소파 및 기타 내장 가구 제조업
32021,제조업,가구 제조업,가구 제조업,목재 가구 제조업,주방용 및 음식점용 목재 가구 제조업
33110,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업
33209,제조업,기타 제품 제조업,악기 제조업,악기 제조업,기타 악기 제조업
33201,제조업,기타 제품 제조업,악기 제조업,악기 제조업,건반 악기 제조업
33202,제조업,기타 제품 제조업,악기 제조업,악기 제조업,전자 악기 제조업
33301,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,"체조, 육상 및 체력 단련용 장비 제조업"
33309,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업
33302,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,놀이터용 장비 제조업
33303,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,낚시 및 수렵용구 제조업
