표준산업분류,대분류,중분류,소분류,세분류,세세분류
58113,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,일반 서적 출판업
58111,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,교과서 및 학습 서적 출판업
58112,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,만화 출판업
58122,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",잡지 및 정기 간행물 발행업
58121,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",신문 발행업
58123,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",정기 광고 간행물 발행업
59201,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,음악 및 기타 오디오물 출판업
58190,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",기타 인쇄물 출판업,기타 인쇄물 출판업
61100,정보통신업,우편 및 통신업,공영 우편업,공영 우편업,공영 우편업
61220,정보통신업,우편 및 통신업,전기 통신업,무선 및 위성 통신업,무선 및 위성 통신업
61291,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,통신 재판매업
61299,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,그 외 기타 전기 통신업
63120,정보통신업,정보서비스업,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",포털 및 기타 인터넷 정보 매개 서비스업,포털 및 기타 인터넷 정보 매개 서비스업
61210,정보통신업,우편 및 통신업,전기 통신업,유선 통신업,유선 통신업
62021,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터 시스템 통합 자문 및 구축 서비스업
62022,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터시설 관리업
58222,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
58211,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업
58212,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,모바일 게임 소프트웨어 개발 및 공급업
58219,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,기타 게임 소프트웨어 개발 및 공급업
58221,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
62010,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업
63111,정보통신업,정보서비스업,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업","자료 처리, 호스팅 및 관련 서비스업",자료 처리업
63112,정보통신업,정보서비스업,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업","자료 처리, 호스팅 및 관련 서비스업",호스팅 및 관련 서비스업
63991,정보통신업,정보서비스업,기타 정보 서비스업,그 외 기타 정보 서비스업,데이터베이스 및 온라인 정보 제공업
63910,정보통신업,정보서비스업,기타 정보 서비스업,뉴스 제공업,뉴스 제공업
63999,정보통신업,정보서비스업,기타 정보 서비스업,그 외 기타 정보 서비스업,그 외 기타 정보 서비스업
62090,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",기타 정보 기술 및 컴퓨터 운영 관련 서비스업,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
59130,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 배급업","영화, 비디오물 및 방송 프로그램 배급업"
59141,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영화 및 비디오물 상영업,영화관 운영업
60100,정보통신업,방송업,라디오 방송업,라디오 방송업,라디오 방송업
60210,정보통신업,방송업,텔레비전 방송업,지상파 방송업,지상파 방송업
60222,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",유선 방송업
59114,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",방송 프로그램 제작업
60229,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",위성 및 기타 방송업
60221,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",프로그램 공급업
59113,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",광고 영화 및 비디오물 제작업
59111,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",일반 영화 및 비디오물 제작업
59120,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
59112,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",애니메이션 영화 및 비디오물 제작업
59202,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,녹음시설 운영업
59142,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영화 및 비디오물 상영업,비디오물 감상실 운영업
64110,금융 및 보험업,금융업,은행 및 저축기관,중앙은행,중앙은행
64121,금융 및 보험업,금융업,은행 및 저축기관,일반은행,국내은행
